Titles,math.AG,math.NT
"Gromov-Witten invariants of blow-ups along submanifolds with convex
  normal bundles",1.0,0.0
Chow--Kuenneth decomposition for special varieties,1.0,0.0
A Babylonian tower theorem for principal bundles over projective spaces,1.0,0.0
Minimal Gromov--Witten ring,1.0,0.0
Solution of the polynomial moment problem,1.0,0.0
Finite Field Experiments (with an Appendix by Stefan Wiedmann),1.0,0.0
"Partial Differential system in two variables with
  $W(D_6^{(1)})$-symmetry and the Garnier system in two variables",1.0,0.0
Theorie homotopique des DG-categories,1.0,0.0
"Composantes irr\'eductibles de la vari\'et\'e commutante nilpotente
  d'une alg\`ebre de Lie sym\'etrique semi-simple",1.0,0.0
Global formality at the $G_\infty$-level,1.0,0.0
The External Fundamental Group of an Algebraic Number Field,0.0,1.0
Limits of Calabi-Yau metrics when the Kahler class degenerates,1.0,0.0
The Hasse principle for pairs of diagonal cubic forms,0.0,1.0
A New Algorithm in Geometry of Numbers,0.0,1.0
On descent theory and main conjectures in non-commutative Iwasawa theory,0.0,1.0
"Congruences of lines in $\mathbb{P}^5$, quadratic normality, and
  completely exceptional Monge-Amp\`ere equations",1.0,0.0
The sixth power moment of Dirichlet L-functions,0.0,1.0
"A note on singularity and non-proper value set of polynomial maps of
  $\mathbb{C}^2$",1.0,0.0
Positivity of Thom polynomials II: the Lagrange singularities,1.0,0.0
Geometry of Character Varieties of Surface Groups,1.0,0.0
Differential equations associated with nonarithmetic Fuchsian groups,1.0,1.0
"Normal subgroups of the algebraic fundamental group of affine curves in
  positive characteristic",1.0,0.0
"The moduli space of cubic threefolds via degenerations of the
  intermediate Jacobian",1.0,0.0
Local invariants attached to Weierstrass points,1.0,0.0
"q-Hardy-Berndt type sums associated with q-Genocchi type zeta and
  l-functions",0.0,1.0
Complete families of linearly non-degenerate rational curves,1.0,0.0
"Gauging Spacetime Symmetries on the Worldsheet and the Geometric
  Langlands Program",1.0,0.0
"Configurations of Rank-40r Extremal Even Unimodular Lattices (r=1,2,3)",0.0,1.0
"Frobenius Manifolds as a Special Class of Submanifolds in
  Pseudo-Euclidean Spaces",1.0,0.0
The motivic zeta function and its smallest poles,1.0,0.0
Mirkovic-Vilonen cycles and polytopes for a Symmetric pair,1.0,0.0
"Number of sets with small sumset and the clique number of random Cayley
  graphs",0.0,1.0
"Twisted p-adic (h,q)-L-functions",0.0,1.0
Geometry of A_g and Its Compactifications,1.0,0.0
The true complexity of a system of linear equations,0.0,1.0
Twists of genus three Jacobians,1.0,1.0
Equivalence of types and Catlin boundary systems,1.0,0.0
On q-deformed Stirling numbers,0.0,1.0
Purely Algebraic Method to Construct Toric Schemes,1.0,0.0
"Twisted Dedekind Type Sums Associated with Barnes' Type Multiple
  Frobenius-Euler l-Functions",0.0,1.0
On Moduli Spaces for Abelian Categories,1.0,0.0
"Finite-Dimensional Representations of Hyper Loop Algebras Over
  Non-Algebraically Closed Fields",1.0,0.0
"Multidimensional Gauss Reduction Theory for conjugacy classes of SL(n,Z)",0.0,1.0
"Decomposition into weight * level + jump and application to a new
  classification of primes",0.0,1.0
"Sheaves on affine Schubert varieties, modular representations and
  Lusztig's conjecture",1.0,0.0
On the unitary nature of abelian conformal blocks,1.0,0.0
The space of tropically collinear points is shellable,1.0,0.0
"Projections, Entropy and Sumsets",0.0,1.0
Introduction to the theory of quasi-log varieties,1.0,0.0
The Fermat cubic and special Hurwitz loci in M_g,1.0,0.0
"Diophantine Approximation of non-algebraic points on varieties II:
  Explicit estimates for arithmetic Hilbert Functions",1.0,1.0
Uniqueness Theorems for Meromorphic Mappings with Few Targets,1.0,0.0
Base change for semiorthogonal decompositions,1.0,0.0
"Pictorial Representation for Antisymmetric Eigenfunctions of PS-3
  Integral Equations",1.0,0.0
"Vanishing and Non-Vanishing Dirichlet Twists of L-Functions of Elliptic
  Curves",1.0,1.0
"Number variance of random zeros on complex manifolds, II: smooth
  statistics",1.0,0.0
Homology of tropical varieties,1.0,0.0
Duality of Anderson T-motives,1.0,1.0
"Cohomology algebra of plane curves, weak combinatorial type, and
  formality",1.0,0.0
Analytic vectors in continuous p-adic representations,0.0,1.0
"Pursuing the double affine Grassmannian I: transversal slices via
  instantons on A_k-singularities",1.0,0.0
"Rank two filtered $(\phi, N)$-modules with Galois descent data and
  coefficients",0.0,1.0
The defect of Fano 3-folds,1.0,0.0
"Fourier-Mukai transforms of line bundles on derived equivalent abelian
  varieties",1.0,0.0
A note on polylogarithms on curves and abelian schemes,1.0,1.0
"Schubert calculus and cohomology of Lie groups. Part I. 1-connected Lie
  groups",1.0,0.0
Algorithmic Arithmetic Fewnomial Theory I: One Variable,1.0,1.0
Localisations and Completions of Skew Power Series Rings,0.0,1.0
Uniformizing Tropical Curves I: Genus Zero and One,1.0,0.0
Asymptotic cohomology of circular units,0.0,1.0
Rational curves of degree 11 on a general quintic threefold,1.0,0.0
A new proof of a theorem of Mansour and Sun,0.0,1.0
Dynamical compactifications of C^2,1.0,0.0
Characterization of non-degenerate plane curve singularities,1.0,0.0
Composition with a two variable function,1.0,0.0
Natural realizations of sparsity matroids,1.0,0.0
A plane sextic with finite fundamental group,1.0,0.0
On irreducible sextics with non-abelian fundamental group,1.0,0.0
"Base manifolds for fibrations of projective irreducible symplectic
  manifolds",1.0,0.0
"Generalized test ideals, sharp F-purity, and sharp test elements",1.0,0.0
Non-dense sets of subvarieties in a power of an elliptic curve,0.0,1.0
"Representations of quivers, their generalizations and invariants",1.0,0.0
Sur l'ind\'ependance de l en cohomologie l-adique sur les corps locaux,1.0,0.0
Osculating properties of decomposable scrolls,1.0,0.0
Codimensions of Newton Strata for SL_3 in the Iwahori Case,1.0,0.0
"Local discriminants, kummerian extensions, and elliptic curves",0.0,1.0
Wilson's theorem,0.0,1.0
Plane Jacobian conjecture for simple polynomials,1.0,0.0
Stable pairs and BPS invariants,1.0,0.0
Sum-free subsets of finite abelian groups of type III,0.0,1.0
Weighted Ehrhart Theory and Orbifold Cohomology,1.0,0.0
Lattice points in Minkowski sums,1.0,0.0
Mapping Incidences,0.0,1.0
Spherical functors,1.0,0.0
Uniformization of \mathcal{G}-bundles,1.0,0.0
Higher class field theory and the connected component,1.0,1.0
"Large supremum norms and small Shannon entropy for Hecke eigenfunctions
  of quantized cat maps",0.0,1.0
Foncteur de Picard d'un champ alg\'ebrique,1.0,0.0
Central extensions of Lax operator algebras,1.0,0.0
McKay correspondence for Landau-Ginzburg models,1.0,0.0
Divisorial Cohomology Vanishing on Toric Varieties,1.0,0.0
Values of coefficients of cyclotomic polynomials II,0.0,1.0
"A nearly-optimal method to compute the truncated theta function, its
  derivatives, and integrals",0.0,1.0
Fast methods to compute the Riemann zeta function,0.0,1.0
Birational geometry of Fano double covers,1.0,0.0
Univoque numbers and an avatar of Thue-Morse,0.0,1.0
"Morse-Novikov cohomology of locally conformally K\""ahler manifolds",1.0,0.0
The structure of 2D semi-simple field theories,1.0,0.0
Some finiteness results for Fourier-Mukai partners,1.0,0.0
Vector bundles with Theta divisors I: Bundles on Castelnuovo curves,1.0,0.0
Koszul complexes and fully faithful integral functors,1.0,0.0
A new upper bound for the cross number of finite Abelian groups,0.0,1.0
Solvable automorphism groups of a compact Kaehler manifold,1.0,0.0
Projective normality of nonsingular toric varieties of dimension three,1.0,0.0
Transfer Principle for the Fundamental Lemma,1.0,0.0
"D-modules on the affine flag variety and representations of affine
  Kac-Moody algebras",1.0,0.0
Galois actions on homotopy groups,1.0,1.0
Formality of DG algebras (after Kaledin),1.0,0.0
On the Distribution of Pseudopowers,0.0,1.0
Polynomial Bridgeland stability conditions and the large volume limit,1.0,0.0
"Opers with irregular singularity and spectra of the shift of argument
  subalgebra",1.0,0.0
Orbit closures of directing modules are regular in codimension one,1.0,0.0
Miyawaki's $F_{12}$ Spinor L-function Conjecture,0.0,1.0
Instantons on ALE spaces and orbifold partitions,1.0,0.0
"Good Reductions of Shimura Varieties of Hodge Type in Arbitrary
  Unramified Mixed Characteristic, Part II",1.0,1.0
Character sums to smooth moduli are small,0.0,1.0
Evaluations of multiple Dirichlet $L$-values via symmetric functions,0.0,1.0
Special Values of Generalized Polylogarithms,0.0,1.0
"On the constant in the Mertens product for arithmetic progressions. II.
  Numerical values",0.0,1.0
Existence of rational points on smooth projective varieties,1.0,1.0
The set of non-squares in a number field is diophantine,1.0,1.0
Binary linear forms as sums of two squares,0.0,1.0
"Brauer-Manin obstruction for integral points of homogeneous spaces and
  representation by integral quadratic forms",1.0,1.0
Hypergeometric D-modules and twisted Gauss-Manin systems,1.0,0.0
Diviseur Theta et Formes Differentielles,1.0,0.0
"Fubini's theorem and non-linear change of variables over a
  two-dimensional local field",1.0,1.0
Chern classes in Deligne cohomology for coherent analytic sheaves,1.0,0.0
Irreducible plane sextics with large fundamental groups,1.0,0.0
"On simultaneous rational approximations to a real number, its square,
  and its cube",0.0,1.0
"Mixed anomalies of chiral algebras compactified to smooth
  quasi-projective surfaces",1.0,0.0
Ternary cyclotomic polynomials having a large coefficient,0.0,1.0
Petri map for rank two bundles with canonical determinant,1.0,0.0
Refinements of Milnor's Fibration Theorem for Complex Singularities,1.0,0.0
"A Duality Result for Moduli Spaces of Semistable Sheaves Supported on
  Projective Curves",1.0,0.0
Chern class formulas for $G_2$ Schubert loci,1.0,0.0
Uniqueness of real closure * of regular rings,1.0,0.0
The uniform primality conjecture for elliptic curves,0.0,1.0
On effaceability of certain $\delta$-functors,0.0,1.0
"On the motivic spectra representing algebraic cobordism and algebraic
  K-theory",1.0,0.0
On A two-variable p-adic l_q function,0.0,1.0
On tropical and Kapranov ranks of tropical matrices,1.0,0.0
Sets of double and triple weights of trees,1.0,0.0
Stability of homogeneous bundles on P^3,1.0,0.0
"Generalized theta linear series on moduli spaces of vector bundles on
  curves",1.0,0.0
On the ideals of equivariant tree models,1.0,0.0
"Increasing the number of fibered faces of arithmetic hyperbolic
  3-manifolds",0.0,1.0
Mixed Weil cohomologies,1.0,0.0
"Semistable reduction for overconvergent F-isocrystals, IV: Local
  semistable reduction at nonmonomial valuations",1.0,1.0
"Projective manifolds containing a large linear subspace with nef normal
  bundle",1.0,0.0
Relative Zariski Open Objects,1.0,0.0
Curvature of classifying spaces for Brieskorn lattices,1.0,0.0
String topology for stacks,1.0,0.0
"Canonical bundles of complex nilmanifolds, with applications to
  hypercomplex geometry",1.0,0.0
"Jordan-Holder theorem for imprimitivity systems and maximal
  decompositions of rational functions",1.0,0.0
On the uniqueness of elliptic K3 surfaces with maximal singular fibre,1.0,1.0
Trisecant Lemma for Non Equidimensional Varieties,1.0,0.0
Arithmetic progressions in sets of fractional dimension,0.0,1.0
Cyclic systems of simultaneous congruences,0.0,1.0
Functional equations of the dilogarithm in motivic cohomology,1.0,1.0
"The Witten equation, mirror symmetry and quantum singularity theory",1.0,0.0
The Witten equation and its virtual fundamental cycle,1.0,0.0
"Signed-eliminable graphs and free multiplicities on the braid
  arrangement",1.0,0.0
"A Characterization of Signed Graphs with Generalized Perfect Elimination
  Orderings",1.0,0.0
An optimal boundedness on weak $\bQ$-Fano threefolds,1.0,0.0
"The integral Chow ring of the stack of hyperelliptic curves of even
  genus",1.0,0.0
Goresky-MacPherson calculus for the affine flag varieties,1.0,0.0
Linear forms and complementing sets of integers,0.0,1.0
"Hitchin integrable systems, deformations of spectral curves, and KP-type
  equations",1.0,0.0
On a generalization of Chen's iterated integrals,0.0,1.0
"The moments of Minkowski question mark function: the dyadic period
  function",0.0,1.0
"Generating and zeta functions, structure, spectral and analytic
  properties of the moments of Minkowski question mark function",0.0,1.0
A new extension of the Erdos-Heilbronn conjecture,0.0,1.0
Central Extensions of Gerbes,1.0,0.0
"A deformation problem for Galois representations over imaginary
  quadratic fields",0.0,1.0
Sums of primes and squares of primes in short intervals,0.0,1.0
Affine Toric SL(2)-embeddings,1.0,0.0
An Abelian Category of Motivic Sheaves,1.0,1.0
Euler Numbers and polynomials associated with zeta functions,0.0,1.0
"On a problem of Molluzzo concerning Steinhaus triangles in finite cyclic
  groups",0.0,1.0
On Universal Binary Hermitian Forms,0.0,1.0
Minimal polynomial of an exponential automorphism of C^n,1.0,0.0
One curious proof of Fermat's little theorem,0.0,1.0
Moduli of ADHM Sheaves and Local Donaldson-Thomas Theory,1.0,0.0
Dynamics of Automorphisms of Compact Complex Manifolds,1.0,0.0
On the multiple q-Genocchi and Euler numbers,0.0,1.0
"Some (big) irreducible components of the moduli space of minimal
  surfaces of general type with $p_g=q=1$ and $K^2=4$",1.0,0.0
"Classification of two dimensional split trianguline representations of
  $p$-adic fields",1.0,1.0
Integral points on generic fibers,1.0,1.0
Counting RSA-integers,0.0,1.0
The canonical sheaf of Du Bois singularities,1.0,0.0
The Master Space of N=1 Gauge Theories,1.0,0.0
"Generating function identities for $\zeta(2n+2), \zeta(2n+3)$ via the WZ
  method",0.0,1.0
"The basic geometry of Witt vectors, I: The affine case",1.0,1.0
Positive forms on hyperkahler manifolds,1.0,0.0
On the connected components of moduli spaces of finite flat models,1.0,1.0
Projective embeddings of homogeneous spaces with small boundary,1.0,0.0
Neighboring Fractions in Farey Subsequences,0.0,1.0
Meet homological mirror symmetry,1.0,0.0
The optimality of the Boundedness Height Conjecture,0.0,1.0
Zero cycles on projective varieties and the norm principle,1.0,0.0
"A local families index formula for d-bar operators on punctured Riemann
  surfaces",1.0,0.0
"On a ramification bound of torsion semi-stable representations over a
  local field",0.0,1.0
Theory of non-lc ideal sheaves -basic properties-,1.0,0.0
"Schubert presentation of the integral cohomology ring of the flag
  manifolds G/T",1.0,0.0
